dates,results,locations,game_nums,opponent,date_diff,rest,opp_date_diff,opp_rest,rest_diff,abbrv
2015-12-01,Loss,Home,19,DAL,1,0,1.0,0.0,0.0,POR
2015-12-03,Win,Home,20,IND,2,1,3.0,2.0,-1.0,POR
2015-12-05,Win,Away,21,MIN,2,1,2.0,1.0,0.0,POR
2015-12-07,Loss,Away,22,MIL,2,1,2.0,1.0,0.0,POR
2015-12-08,Loss,Away,23,CLE,1,0,4.0,3.0,-3.0,POR
2015-12-11,Win,Away,24,PHO,3,2,2.0,1.0,1.0,POR
2015-12-12,Loss,Home,25,NYK,1,0,2.0,1.0,-1.0,POR
2015-12-14,Win,Home,26,NOP,2,1,2.0,1.0,0.0,POR
2015-12-16,Loss,Away,27,OKC,2,1,2.0,1.0,0.0,POR
2015-12-18,Loss,Away,28,ORL,2,1,1.0,0.0,1.0,POR
2015-12-20,Loss,Away,29,MIA,2,1,1.0,0.0,1.0,POR
2015-12-21,Loss,Away,30,ATL,1,0,1.0,0.0,0.0,POR
2015-12-23,Loss,Away,31,NOP,2,1,2.0,1.0,0.0,POR
2015-12-26,Win,Home,32,CLE,3,2,2.0,1.0,1.0,POR
2015-12-27,Win,Away,33,SAC,1,0,3.0,2.0,-2.0,POR
2015-12-30,Win,Home,34,DEN,3,2,3.0,2.0,0.0,POR
2015-12-31,Loss,Away,35,UTA,1,0,1.0,0.0,0.0,POR
2016-01-03,Win,Away,36,DEN,3,2,3.0,2.0,0.0,POR
2016-01-04,Loss,Home,37,MEM,1,0,2.0,1.0,-1.0,POR
2016-01-06,Loss,Home,38,LAC,2,1,1.0,0.0,1.0,POR
2016-01-08,Loss,Home,39,GSW,2,1,2.0,1.0,0.0,POR
2016-01-10,Win,Home,40,OKC,2,1,1.0,0.0,1.0,POR
2016-01-13,Win,Home,41,UTA,3,2,2.0,1.0,1.0,POR
2016-01-15,Win,Away,42,BRK,2,1,2.0,1.0,0.0,POR
2016-01-16,Loss,Away,43,PHI,1,0,2.0,1.0,-1.0,POR
2016-01-18,Win,Away,44,WAS,2,1,2.0,1.0,0.0,POR
2016-01-20,Loss,Home,45,ATL,2,1,2.0,1.0,0.0,POR
2016-01-23,Win,Home,46,LAL,3,2,1.0,0.0,2.0,POR
2016-01-26,Win,Home,47,SAC,3,2,2.0,1.0,1.0,POR
2016-01-29,Win,Home,48,CHO,3,2,2.0,1.0,1.0,POR
2016-01-31,Win,Home,49,MIN,2,1,2.0,1.0,0.0,POR
2016-02-02,Win,Home,50,MIL,2,1,3.0,2.0,-1.0,POR
2016-02-04,Loss,Home,51,TOR,2,1,4.0,3.0,-2.0,POR
2016-02-06,Win,Away,52,HOU,2,1,2.0,1.0,0.0,POR
2016-02-08,Win,Away,53,MEM,2,1,2.0,1.0,0.0,POR
2016-02-10,Win,Home,54,HOU,2,1,3.0,2.0,-1.0,POR
2016-02-19,Win,Home,55,GSW,9,8,2.0,1.0,7.0,POR
2016-02-21,Win,Home,56,UTA,2,1,2.0,1.0,0.0,POR
2016-02-23,Win,Home,57,BRK,2,1,2.0,1.0,0.0,POR
2016-02-25,Loss,Home,58,HOU,2,1,2.0,1.0,0.0,POR
2016-02-27,Win,Away,59,CHI,2,1,3.0,2.0,-1.0,POR
2016-02-28,Win,Away,60,IND,1,0,1.0,0.0,0.0,POR
2016-03-01,Win,Away,61,NYK,2,1,2.0,1.0,0.0,POR
2016-03-02,Loss,Away,62,BOS,1,0,2.0,1.0,-1.0,POR
2016-03-04,Loss,Away,63,TOR,2,1,2.0,1.0,0.0,POR
2016-03-06,Loss,Away,64,DET,2,1,3.0,2.0,-1.0,POR
2016-03-08,Win,Home,65,WAS,2,1,1.0,0.0,1.0,POR
2016-03-11,Loss,Away,66,GSW,3,2,2.0,1.0,1.0,POR
2016-03-12,Win,Home,67,ORL,1,0,1.0,0.0,0.0,POR
2016-03-14,Loss,Away,68,OKC,2,1,2.0,1.0,0.0,POR
2016-03-17,Loss,Away,69,SAS,3,2,2.0,1.0,1.0,POR
2016-03-18,Win,Away,70,NOP,1,0,2.0,1.0,-1.0,POR
2016-03-20,Loss,Away,71,DAL,2,1,3.0,2.0,-1.0,POR
2016-03-23,Win,Home,72,DAL,3,2,2.0,1.0,1.0,POR
2016-03-24,Loss,Away,73,LAC,1,0,1.0,0.0,0.0,POR
2016-03-26,Win,Home,74,PHI,2,1,1.0,0.0,1.0,POR
2016-03-28,Win,Home,75,SAC,2,1,2.0,1.0,0.0,POR
2016-03-31,Win,Home,76,BOS,3,2,1.0,0.0,2.0,POR
2016-04-02,Win,Home,77,MIA,2,1,3.0,2.0,-1.0,POR
2016-04-03,Loss,Away,78,GSW,1,0,2.0,1.0,-1.0,POR
2016-04-05,Win,Away,79,SAC,2,1,2.0,1.0,0.0,POR
2016-04-06,Win,Home,80,OKC,1,0,3.0,2.0,-2.0,POR
2016-04-09,Loss,Home,81,MIN,3,2,2.0,1.0,1.0,POR
2016-04-13,Win,Home,82,DEN,4,3,3.0,2.0,1.0,POR
2015-10-28,Win,Away,1,HOU,10,9,10.0,9.0,0.0,DEN
2015-10-30,Loss,Home,2,MIN,2,1,2.0,1.0,0.0,DEN
2015-11-01,Loss,Away,3,OKC,2,1,2.0,1.0,0.0,DEN
2015-11-03,Win,Away,4,LAL,2,1,2.0,1.0,0.0,DEN
2015-11-05,Loss,Home,5,UTA,2,1,1.0,0.0,1.0,DEN
2015-11-06,Loss,Away,6,GSW,1,0,2.0,1.0,-1.0,DEN
2015-11-09,Win,Home,7,POR,3,2,3.0,2.0,0.0,DEN
2015-11-11,Win,Home,8,MIL,2,1,3.0,2.0,-1.0,DEN
2015-11-13,Win,Home,9,HOU,2,1,2.0,1.0,0.0,DEN
2015-11-14,Loss,Away,10,PHO,1,0,2.0,1.0,-1.0,DEN
2015-11-17,Win,Away,11,NOP,3,2,2.0,1.0,1.0,DEN
2015-11-18,Loss,Away,12,SAS,1,0,2.0,1.0,-1.0,DEN
2015-11-20,Loss,Home,13,PHO,2,1,2.0,1.0,0.0,DEN
2015-11-22,Loss,Home,14,GSW,2,1,1.0,0.0,1.0,DEN
2015-11-24,Loss,Home,15,LAC,2,1,1.0,0.0,1.0,DEN
2015-11-27,Loss,Home,16,SAS,3,2,2.0,1.0,1.0,DEN
2015-11-28,Loss,Away,17,DAL,1,0,3.0,2.0,-2.0,DEN
2015-11-30,Loss,Away,18,MIL,2,1,1.0,0.0,1.0,DEN
2015-12-02,Loss,Away,19,CHI,2,1,2.0,1.0,0.0,DEN
2015-12-03,Win,Away,20,TOR,1,0,1.0,0.0,0.0,DEN
2015-12-05,Win,Away,21,PHI,2,1,3.0,2.0,-1.0,DEN
2015-12-08,Loss,Home,22,ORL,3,2,1.0,0.0,2.0,DEN
2015-12-11,Win,Home,23,MIN,3,2,2.0,1.0,1.0,DEN
2015-12-14,Win,Home,24,HOU,3,2,3.0,2.0,0.0,DEN
2015-12-15,Win,Away,25,MIN,1,0,1.0,0.0,0.0,DEN
2015-12-18,Loss,Away,26,UTA,3,2,3.0,2.0,0.0,DEN
2015-12-20,Loss,Home,27,NOP,2,1,2.0,1.0,0.0,DEN
2015-12-22,Loss,Home,28,LAL,2,1,3.0,2.0,-1.0,DEN
2015-12-23,Win,Away,29,PHO,1,0,2.0,1.0,-1.0,DEN
2015-12-26,Loss,Away,30,SAS,3,2,2.0,1.0,1.0,DEN
2015-12-27,Loss,Away,31,OKC,1,0,2.0,1.0,-1.0,DEN
2015-12-29,Loss,Home,32,CLE,2,1,2.0,1.0,0.0,DEN
2015-12-30,Loss,Away,33,POR,1,0,1.0,0.0,0.0,DEN
2016-01-02,Loss,Away,34,GSW,3,2,2.0,1.0,1.0,DEN
2016-01-03,Loss,Home,35,POR,1,0,1.0,0.0,0.0,DEN
2016-01-06,Win,Away,36,MIN,3,2,2.0,1.0,1.0,DEN
2016-01-08,Loss,Away,37,MEM,2,1,2.0,1.0,0.0,DEN
2016-01-10,Win,Home,38,CHO,2,1,3.0,2.0,-1.0,DEN
2016-01-13,Win,Home,39,GSW,3,2,2.0,1.0,1.0,DEN
2016-01-15,Loss,Home,40,MIA,2,1,2.0,1.0,0.0,DEN
2016-01-17,Win,Home,41,IND,2,1,2.0,1.0,0.0,DEN
2016-01-19,Loss,Home,42,OKC,2,1,2.0,1.0,0.0,DEN
2016-01-21,Loss,Home,43,MEM,2,1,2.0,1.0,0.0,DEN
2016-01-23,Win,Home,44,DET,2,1,2.0,1.0,0.0,DEN
2016-01-25,Loss,Home,45,ATL,2,1,2.0,1.0,0.0,DEN
2016-01-27,Loss,Away,46,BOS,2,1,1.0,0.0,1.0,DEN
2016-01-28,Win,Away,47,WAS,1,0,2.0,1.0,-1.0,DEN
2016-01-30,Loss,Away,48,IND,2,1,2.0,1.0,0.0,DEN
2016-02-01,Win,Home,49,TOR,2,1,1.0,0.0,1.0,DEN
2016-02-03,Loss,Away,50,UTA,2,1,1.0,0.0,1.0,DEN
2016-02-05,Win,Home,51,CHI,2,1,2.0,1.0,0.0,DEN
2016-02-07,Win,Away,52,NYK,2,1,2.0,1.0,0.0,DEN
2016-02-08,Loss,Away,53,BRK,1,0,2.0,1.0,-1.0,DEN
2016-02-10,Win,Away,54,DET,2,1,2.0,1.0,0.0,DEN
2016-02-19,Loss,Away,55,SAC,9,8,4.0,3.0,5.0,DEN
2016-02-21,Loss,Home,56,BOS,2,1,9.0,8.0,-7.0,DEN
2016-02-23,Loss,Home,57,SAC,2,1,2.0,1.0,0.0,DEN
2016-02-24,Win,Away,58,LAC,1,0,2.0,1.0,-1.0,DEN
2016-02-26,Loss,Away,59,DAL,2,1,2.0,1.0,0.0,DEN
2016-02-29,Loss,Home,60,MEM,3,2,2.0,1.0,1.0,DEN
2016-03-02,Win,Home,61,LAL,2,1,4.0,3.0,-2.0,DEN
2016-03-04,Loss,Home,62,BRK,2,1,3.0,2.0,-1.0,DEN
2016-03-06,Win,Home,63,DAL,2,1,3.0,2.0,-1.0,DEN
2016-03-08,Win,Home,64,NYK,2,1,1.0,0.0,1.0,DEN
2016-03-10,Win,Home,65,PHO,2,1,1.0,0.0,1.0,DEN
2016-03-12,Win,Home,66,WAS,2,1,2.0,1.0,0.0,DEN
2016-03-14,Loss,Away,67,MIA,2,1,2.0,1.0,0.0,DEN
2016-03-15,Loss,Away,68,ORL,1,0,2.0,1.0,-1.0,DEN
2016-03-17,Loss,Away,69,ATL,2,1,1.0,0.0,1.0,DEN
2016-03-19,Win,Away,70,CHO,2,1,2.0,1.0,0.0,DEN
2016-03-21,Loss,Away,71,CLE,2,1,2.0,1.0,0.0,DEN
2016-03-23,Win,Home,72,PHI,2,1,2.0,1.0,0.0,DEN
2016-03-25,Win,Away,73,LAL,2,1,2.0,1.0,0.0,DEN
2016-03-27,Loss,Away,74,LAC,2,1,2.0,1.0,0.0,DEN
2016-03-28,Loss,Home,75,DAL,1,0,2.0,1.0,-1.0,DEN
2016-03-30,Win,Away,76,MEM,2,1,2.0,1.0,0.0,DEN
2016-03-31,Loss,Away,77,NOP,1,0,2.0,1.0,-1.0,DEN
2016-04-02,Loss,Home,78,SAC,2,1,3.0,2.0,-1.0,DEN
2016-04-05,Loss,Home,79,OKC,3,2,1.0,0.0,2.0,DEN
2016-04-08,Win,Home,80,SAS,3,2,2.0,1.0,1.0,DEN
2016-04-10,Loss,Home,81,UTA,2,1,1.0,0.0,1.0,DEN
2016-04-13,Loss,Away,82,POR,3,2,4.0,3.0,-1.0,DEN
2015-10-27,Loss,Away,1,GSW,10,9,10.0,9.0,0.0,NOP
2015-10-28,Loss,Away,2,POR,1,0,2.0,1.0,-1.0,NOP
2015-10-31,Loss,Home,3,GSW,3,2,1.0,0.0,2.0,NOP
2015-11-03,Loss,Home,4,ORL,3,2,2.0,1.0,1.0,NOP
2015-11-06,Loss,Home,5,ATL,3,2,2.0,1.0,1.0,NOP
2015-11-07,Loss,Away,6,DAL,1,0,2.0,1.0,-1.0,NOP
2015-11-10,Win,Home,7,DAL,3,2,3.0,2.0,0.0,NOP
2015-11-11,Loss,Away,8,ATL,1,0,1.0,0.0,0.0,NOP
2015-11-13,Loss,Away,9,TOR,2,1,1.0,0.0,1.0,NOP
2015-11-15,Loss,Away,10,NYK,2,1,2.0,1.0,0.0,NOP
2015-11-17,Loss,Home,11,DEN,2,1,3.0,2.0,-1.0,NOP
2015-11-18,Loss,Away,12,OKC,1,0,2.0,1.0,-1.0,NOP
2015-11-20,Win,Home,13,SAS,2,1,1.0,0.0,1.0,NOP
2015-11-22,Win,Home,14,PHO,2,1,1.0,0.0,1.0,NOP
2015-11-25,Win,Away,15,PHO,3,2,2.0,1.0,1.0,NOP
2015-11-27,Loss,Away,16,LAC,2,1,2.0,1.0,0.0,NOP
2015-11-28,Loss,Away,17,UTA,1,0,3.0,2.0,-2.0,NOP
2015-12-01,Loss,Home,18,MEM,3,2,2.0,1.0,1.0,NOP
2015-12-02,Loss,Away,19,HOU,1,0,2.0,1.0,-1.0,NOP
2015-12-04,Win,Home,20,CLE,2,1,1.0,0.0,1.0,NOP
2015-12-07,Loss,Home,21,BOS,3,2,2.0,1.0,1.0,NOP
2015-12-11,Win,Home,22,WAS,4,3,1.0,0.0,3.0,NOP
2015-12-12,Loss,Away,23,CHI,1,0,2.0,1.0,-1.0,NOP
2015-12-14,Loss,Away,24,POR,2,1,3.0,2.0,-1.0,NOP
2015-12-16,Win,Away,25,UTA,2,1,2.0,1.0,0.0,NOP
2015-12-18,Loss,Away,26,PHO,2,1,1.0,0.0,1.0,NOP
2015-12-20,Win,Away,27,DEN,2,1,2.0,1.0,0.0,NOP
2015-12-23,Win,Home,28,POR,3,2,2.0,1.0,1.0,NOP
2015-12-25,Loss,Away,29,MIA,2,1,1.0,0.0,1.0,NOP
2015-12-26,Win,Home,30,HOU,1,0,2.0,1.0,-1.0,NOP
2015-12-28,Loss,Away,31,ORL,2,1,2.0,1.0,0.0,NOP
2015-12-31,Loss,Home,32,LAC,3,2,2.0,1.0,1.0,NOP
2016-01-02,Win,Away,33,DAL,2,1,2.0,1.0,0.0,NOP
2016-01-06,Loss,Home,34,DAL,4,3,1.0,0.0,3.0,NOP
2016-01-08,Loss,Home,35,IND,2,1,2.0,1.0,0.0,NOP
2016-01-10,Loss,Away,36,LAC,2,1,4.0,3.0,-2.0,NOP
2016-01-12,Loss,Away,37,LAL,2,1,2.0,1.0,0.0,NOP
2016-01-13,Win,Away,38,SAC,1,0,4.0,3.0,-3.0,NOP
2016-01-15,Win,Home,39,CHO,2,1,2.0,1.0,0.0,NOP
2016-01-18,Loss,Away,40,MEM,3,2,2.0,1.0,1.0,NOP
2016-01-19,Win,Home,41,MIN,1,0,2.0,1.0,-1.0,NOP
2016-01-21,Win,Home,42,DET,2,1,2.0,1.0,0.0,NOP
2016-01-23,Win,Home,43,MIL,2,1,1.0,0.0,1.0,NOP
2016-01-25,Loss,Home,44,HOU,2,1,2.0,1.0,0.0,NOP
2016-01-28,Win,Home,45,SAC,3,2,1.0,0.0,2.0,NOP
2016-01-30,Win,Home,46,BRK,2,1,2.0,1.0,0.0,NOP
2016-02-01,Loss,Home,47,MEM,2,1,3.0,2.0,-1.0,NOP
2016-02-03,Loss,Away,48,SAS,2,1,2.0,1.0,0.0,NOP
2016-02-04,Loss,Home,49,LAL,1,0,1.0,0.0,0.0,NOP
2016-02-06,Loss,Away,50,CLE,2,1,1.0,0.0,1.0,NOP
2016-02-08,Win,Away,51,MIN,2,1,1.0,0.0,1.0,NOP
2016-02-10,Win,Home,52,UTA,2,1,1.0,0.0,1.0,NOP
2016-02-11,Loss,Away,53,OKC,1,0,2.0,1.0,-1.0,NOP
2016-02-19,Win,Home,54,PHI,8,7,9.0,8.0,-1.0,NOP
2016-02-21,Win,Away,55,DET,2,1,9.0,8.0,-7.0,NOP
2016-02-23,Loss,Away,56,WAS,2,1,1.0,0.0,1.0,NOP
2016-02-25,Win,Home,57,OKC,2,1,3.0,2.0,-1.0,NOP
2016-02-27,Loss,Home,58,MIN,2,1,2.0,1.0,0.0,NOP
2016-03-02,Loss,Away,59,HOU,4,3,2.0,1.0,2.0,NOP
2016-03-03,Loss,Home,60,SAS,1,0,4.0,3.0,-3.0,NOP
2016-03-05,Loss,Home,61,UTA,2,1,2.0,1.0,0.0,NOP
2016-03-07,Win,Home,62,SAC,2,1,2.0,1.0,0.0,NOP
2016-03-09,Loss,Away,63,CHO,2,1,2.0,1.0,0.0,NOP
2016-03-11,Loss,Away,64,MEM,2,1,2.0,1.0,0.0,NOP
2016-03-12,Loss,Away,65,MIL,1,0,2.0,1.0,-1.0,NOP
2016-03-14,Loss,Away,66,GSW,2,1,2.0,1.0,0.0,NOP
2016-03-16,Win,Away,67,SAC,2,1,1.0,0.0,1.0,NOP
2016-03-18,Loss,Home,68,POR,2,1,2.0,1.0,0.0,NOP
2016-03-20,Win,Home,69,LAC,2,1,1.0,0.0,1.0,NOP
2016-03-22,Loss,Home,70,MIA,2,1,3.0,2.0,-1.0,NOP
2016-03-24,Loss,Away,71,IND,2,1,3.0,2.0,-1.0,NOP
2016-03-26,Loss,Home,72,TOR,2,1,1.0,0.0,1.0,NOP
2016-03-28,Win,Home,73,NYK,2,1,1.0,0.0,1.0,NOP
2016-03-30,Loss,Away,74,SAS,2,1,2.0,1.0,0.0,NOP
2016-03-31,Win,Home,75,DEN,1,0,1.0,0.0,0.0,NOP
2016-04-03,Win,Away,76,BRK,3,2,1.0,0.0,2.0,NOP
2016-04-05,Loss,Away,77,PHI,2,1,1.0,0.0,1.0,NOP
2016-04-06,Loss,Away,78,BOS,1,0,3.0,2.0,-2.0,NOP
2016-04-08,Win,Home,79,LAL,2,1,2.0,1.0,0.0,NOP
2016-04-09,Loss,Home,80,PHO,1,0,2.0,1.0,-1.0,NOP
2016-04-11,Loss,Home,81,CHI,2,1,2.0,1.0,0.0,NOP
2016-04-13,Loss,Away,82,MIN,2,1,2.0,1.0,0.0,NOP
2015-10-28,Win,Away,1,SAC,10,9,10.0,9.0,0.0,LAC
2015-10-29,Win,Home,2,DAL,1,0,1.0,0.0,0.0,LAC
2015-10-31,Win,Home,3,SAC,2,1,1.0,0.0,1.0,LAC
2015-11-02,Win,Home,4,PHO,2,1,2.0,1.0,0.0,LAC
2015-11-04,Loss,Away,5,GSW,2,1,2.0,1.0,0.0,LAC
2015-11-07,Loss,Home,6,HOU,3,2,2.0,1.0,1.0,LAC
2015-11-09,Win,Home,7,MEM,2,1,2.0,1.0,0.0,LAC
2015-11-11,Loss,Away,8,DAL,2,1,1.0,0.0,1.0,LAC
2015-11-12,Loss,Away,9,PHO,1,0,2.0,1.0,-1.0,LAC
2015-11-14,Win,Home,10,DET,2,1,1.0,0.0,1.0,LAC
2015-11-19,Loss,Home,11,GSW,5,4,2.0,1.0,3.0,LAC
2015-11-20,Loss,Away,12,POR,1,0,1.0,0.0,0.0,LAC
2015-11-22,Loss,Home,13,TOR,2,1,1.0,0.0,1.0,LAC
2015-11-24,Win,Away,14,DEN,2,1,2.0,1.0,0.0,LAC
2015-11-25,Loss,Home,15,UTA,1,0,3.0,2.0,-2.0,LAC
2015-11-27,Win,Home,16,NOP,2,1,2.0,1.0,0.0,LAC
2015-11-29,Win,Home,17,MIN,2,1,2.0,1.0,0.0,LAC
2015-11-30,Win,Home,18,POR,1,0,2.0,1.0,-1.0,LAC
2015-12-02,Loss,Home,19,IND,2,1,2.0,1.0,0.0,LAC
2015-12-05,Win,Home,20,ORL,3,2,2.0,1.0,1.0,LAC
2015-12-07,Win,Away,21,MIN,2,1,2.0,1.0,0.0,LAC
2015-12-09,Win,Away,22,MIL,2,1,2.0,1.0,0.0,LAC
2015-12-10,Loss,Away,23,CHI,1,0,2.0,1.0,-1.0,LAC
2015-12-12,Win,Away,24,BRK,2,1,2.0,1.0,0.0,LAC
2015-12-14,Win,Away,25,DET,2,1,1.0,0.0,1.0,LAC
2015-12-16,Win,Home,26,MIL,2,1,3.0,2.0,-1.0,LAC
2015-12-18,Loss,Away,27,SAS,2,1,2.0,1.0,0.0,LAC
2015-12-19,Loss,Away,28,HOU,1,0,2.0,1.0,-1.0,LAC
2015-12-21,Loss,Home,29,OKC,2,1,2.0,1.0,0.0,LAC
2015-12-25,Win,Away,30,LAL,4,3,2.0,1.0,2.0,LAC
2015-12-26,Win,Away,31,UTA,1,0,1.0,0.0,0.0,LAC
2015-12-28,Win,Away,32,WAS,2,1,2.0,1.0,0.0,LAC
2015-12-30,Win,Away,33,CHO,2,1,1.0,0.0,1.0,LAC
2015-12-31,Win,Away,34,NOP,1,0,4.0,3.0,-3.0,LAC
2016-01-02,Win,Home,35,PHI,2,1,2.0,1.0,0.0,LAC
2016-01-06,Win,Away,36,POR,4,3,3.0,2.0,1.0,LAC
2016-01-09,Win,Home,37,CHO,3,2,1.0,0.0,2.0,LAC
2016-01-10,Win,Home,38,NOP,1,0,1.0,0.0,0.0,LAC
2016-01-13,Win,Home,39,MIA,3,2,2.0,1.0,1.0,LAC
2016-01-16,Loss,Home,40,SAC,3,2,2.0,1.0,1.0,LAC
2016-01-18,Win,Home,41,HOU,2,1,2.0,1.0,0.0,LAC
2016-01-21,Loss,Away,42,CLE,3,2,2.0,1.0,1.0,LAC
2016-01-22,Win,Away,43,NYK,1,0,2.0,1.0,-1.0,LAC
2016-01-24,Loss,Away,44,TOR,2,1,2.0,1.0,0.0,LAC
2016-01-26,Win,Away,45,IND,2,1,3.0,2.0,-1.0,LAC
2016-01-27,Win,Away,46,ATL,1,0,2.0,1.0,-1.0,LAC
2016-01-29,Win,Home,47,LAL,2,1,3.0,2.0,-1.0,LAC
2016-01-31,Win,Home,48,CHI,2,1,2.0,1.0,0.0,LAC
2016-02-03,Loss,Home,49,MIN,3,2,2.0,1.0,1.0,LAC
2016-02-05,Win,Away,50,ORL,2,1,2.0,1.0,0.0,LAC
2016-02-07,Win,Away,51,MIA,2,1,2.0,1.0,0.0,LAC
2016-02-08,Win,Away,52,PHI,1,0,2.0,1.0,-1.0,LAC
2016-02-10,Loss,Away,53,BOS,2,1,2.0,1.0,0.0,LAC
2016-02-18,Win,Home,54,SAS,8,7,8.0,7.0,0.0,LAC
2016-02-20,Loss,Home,55,GSW,2,1,2.0,1.0,0.0,LAC
2016-02-22,Win,Home,56,PHO,2,1,2.0,1.0,0.0,LAC
2016-02-24,Loss,Home,57,DEN,2,1,2.0,1.0,0.0,LAC
2016-02-26,Win,Away,58,SAC,2,1,3.0,2.0,-1.0,LAC
2016-02-29,Win,Home,59,BRK,3,2,2.0,1.0,1.0,LAC
2016-03-02,Win,Home,60,OKC,2,1,2.0,1.0,0.0,LAC
2016-03-05,Loss,Home,61,ATL,3,2,2.0,1.0,1.0,LAC
2016-03-07,Win,Away,62,DAL,2,1,2.0,1.0,0.0,LAC
2016-03-09,Loss,Away,63,OKC,2,1,3.0,2.0,-1.0,LAC
2016-03-11,Win,Home,64,NYK,2,1,1.0,0.0,1.0,LAC
2016-03-13,Loss,Home,65,CLE,2,1,3.0,2.0,-1.0,LAC
2016-03-15,Loss,Away,66,SAS,2,1,2.0,1.0,0.0,LAC
2016-03-16,Win,Away,67,HOU,1,0,2.0,1.0,-1.0,LAC
2016-03-19,Loss,Away,68,MEM,3,2,2.0,1.0,1.0,LAC
2016-03-20,Loss,Away,69,NOP,1,0,2.0,1.0,-1.0,LAC
2016-03-23,Loss,Away,70,GSW,3,2,2.0,1.0,1.0,LAC
2016-03-24,Win,Home,71,POR,1,0,2.0,1.0,-1.0,LAC
2016-03-27,Win,Home,72,DEN,3,2,2.0,1.0,1.0,LAC
2016-03-28,Win,Home,73,BOS,1,0,3.0,2.0,-2.0,LAC
2016-03-30,Win,Away,74,MIN,2,1,2.0,1.0,0.0,LAC
2016-03-31,Loss,Away,75,OKC,1,0,1.0,0.0,0.0,LAC
2016-04-03,Win,Home,76,WAS,3,2,2.0,1.0,1.0,LAC
2016-04-05,Win,Home,77,LAL,2,1,2.0,1.0,0.0,LAC
2016-04-06,Win,Away,78,LAL,1,0,1.0,0.0,0.0,LAC
2016-04-08,Win,Away,79,UTA,2,1,3.0,2.0,-1.0,LAC
2016-04-10,Win,Home,80,DAL,2,1,2.0,1.0,0.0,LAC
2016-04-12,Win,Home,81,MEM,2,1,3.0,2.0,-1.0,LAC
2016-04-13,Loss,Away,82,PHO,1,0,2.0,1.0,-1.0,LAC
2015-10-28,Loss,Home,1,LAC,10,9,10.0,9.0,0.0,SAC
2015-10-30,Win,Home,2,LAL,2,1,2.0,1.0,0.0,SAC
2015-10-31,Loss,Away,3,LAC,1,0,2.0,1.0,-1.0,SAC
2015-11-03,Loss,Home,4,MEM,3,2,2.0,1.0,1.0,SAC
2015-11-04,Loss,Away,5,PHO,1,0,2.0,1.0,-1.0,SAC
2015-11-06,Loss,Home,6,HOU,2,1,2.0,1.0,0.0,SAC
2015-11-07,Loss,Home,7,GSW,1,0,1.0,0.0,0.0,SAC
2015-11-09,Loss,Home,8,SAS,2,1,2.0,1.0,0.0,SAC
2015-11-11,Win,Home,9,DET,2,1,3.0,2.0,-1.0,SAC
2015-11-13,Win,Home,10,BRK,2,1,1.0,0.0,1.0,SAC
2015-11-15,Win,Home,11,TOR,2,1,2.0,1.0,0.0,SAC
2015-11-18,Loss,Away,12,ATL,3,2,2.0,1.0,1.0,SAC
2015-11-19,Loss,Away,13,MIA,1,0,2.0,1.0,-1.0,SAC
2015-11-21,Win,Away,14,ORL,2,1,2.0,1.0,0.0,SAC
2015-11-23,Loss,Away,15,CHO,2,1,2.0,1.0,0.0,SAC
2015-11-25,Win,Away,16,MIL,2,1,2.0,1.0,0.0,SAC
2015-11-27,Loss,Home,17,MIN,2,1,2.0,1.0,0.0,SAC
2015-11-28,Loss,Away,18,GSW,1,0,1.0,0.0,0.0,SAC
2015-11-30,Win,Home,19,DAL,2,1,1.0,0.0,1.0,SAC
2015-12-03,Loss,Home,20,BOS,3,2,2.0,1.0,1.0,SAC
2015-12-05,Loss,Away,21,HOU,2,1,1.0,0.0,1.0,SAC
2015-12-06,Loss,Away,22,OKC,1,0,2.0,1.0,-1.0,SAC
2015-12-08,Win,Home,23,UTA,2,1,1.0,0.0,1.0,SAC
2015-12-10,Win,Home,24,NYK,2,1,1.0,0.0,1.0,SAC
2015-12-15,Win,Home,25,HOU,5,4,2.0,1.0,3.0,SAC
2015-12-18,Loss,Away,26,MIN,3,2,2.0,1.0,1.0,SAC
2015-12-20,Win,Away,27,TOR,2,1,3.0,2.0,-1.0,SAC
2015-12-21,Loss,Away,28,WAS,1,0,3.0,2.0,-2.0,SAC
2015-12-23,Win,Away,29,IND,2,1,3.0,2.0,-1.0,SAC
2015-12-27,Loss,Home,30,POR,4,3,1.0,0.0,3.0,SAC
2015-12-28,Loss,Away,31,GSW,1,0,2.0,1.0,-1.0,SAC
2015-12-30,Loss,Home,32,PHI,2,1,3.0,2.0,-1.0,SAC
2016-01-02,Win,Home,33,PHO,3,2,2.0,1.0,1.0,SAC
2016-01-04,Win,Away,34,OKC,2,1,2.0,1.0,0.0,SAC
2016-01-05,Loss,Away,35,DAL,1,0,3.0,2.0,-2.0,SAC
2016-01-07,Win,Home,36,LAL,2,1,2.0,1.0,0.0,SAC
2016-01-09,Loss,Home,37,GSW,2,1,1.0,0.0,1.0,SAC
2016-01-13,Loss,Home,38,NOP,4,3,1.0,0.0,3.0,SAC
2016-01-14,Win,Away,39,UTA,1,0,1.0,0.0,0.0,SAC
2016-01-16,Win,Away,40,LAC,2,1,3.0,2.0,-1.0,SAC
2016-01-20,Win,Away,41,LAL,4,3,2.0,1.0,2.0,SAC
2016-01-21,Win,Home,42,ATL,1,0,2.0,1.0,-1.0,SAC
2016-01-23,Win,Home,43,IND,2,1,3.0,2.0,-1.0,SAC
